"","gmDate","gmTime","seasTyp","teamAbbr","opptAbbr","teamLoc","teamPF","opptPF","offN1","offN2","offN3"
"14016","2018-02-14","08:00","Regular","HOU","SAC","Home",14,20,"Tre Maddox","Courtney Kirkland","Sean Corbin"
"14018","2018-02-14","08:00","Regular","MEM","OKC","Home",25,19,"David Guthrie","C.J. Washington","Matt Boland"
"14020","2018-02-14","08:00","Regular","NO","LAL","Home",20,21,"John Goble","Mitchell Ervin","Michael Smith"
"14022","2018-02-14","09:00","Regular","UTA","PHO","Home",17,25,"Scott Twardoski","Ron Garretson","Bill Kennedy"
"14024","2018-02-14","10:30","Regular","POR","GS","Home",18,24,"Leon Wood","Tony Brown","Bill Spooner"
"14026","2018-02-15","08:00","Regular","MIL","DEN","Home",20,23,"Sean Wright","Scott Wall","Derrick Collins"
"14028","2018-02-15","09:00","Regular","MIN","LAL","Home",22,26,"Kevin Scott","James Capers","Justin Van Duyne"
"14030","2018-02-22","07:00","Regular","CHA","BKN","Home",15,23,"Jacyn Goble","Ron Garretson","Ed Malloy"
"14032","2018-02-22","07:00","Regular","ORL","NY","Home",15,15,"Ken Mauer","Bennie Adams","Leon Wood"
"14034","2018-02-22","08:00","Regular","CHI","PHI","Home",26,17,"Marat Kogut","Aaron Smith","Scott Foster"
"14036","2018-02-22","08:00","Regular","CLE","WAS","Home",15,23,"Scott Twardoski","Rodney Mott","Jason Phillips"
"14038","2018-02-22","10:00","Regular","SAC","OKC","Home",20,16,"Dedric Taylor","Marc Davis","Eric Lewis"
"14040","2018-02-22","10:30","Regular","GS","LAC","Home",24,19,"Nick Buchert","Gediminas Petraitis","Mike Callahan"
"14042","2018-02-23","07:00","Regular","DET","BOS","Home",18,22,"Sean Wright","Mark Lindsay","Matt Boland"
"14044","2018-02-23","07:00","Regular","IND","ATL","Home",20,20,"David Guthrie","Rodney Mott","Derek Richardson"
"14046","2018-02-23","07:00","Regular","WAS","CHA","Home",21,18,"John Goble","Brent Barnaky","Mitchell Ervin"
"14048","2018-02-23","07:30","Regular","TOR","MIL","Home",21,24,"Kevin Scott","Lauren Holtkamp","Derrick Stafford"
"14050","2018-02-23","08:00","Regular","HOU","MIN","Home",17,22,"Leroy Richardson","Bill Kennedy","Derrick Collins"
"14052","2018-02-23","08:00","Regular","MEM","CLE","Home",25,23,"Brian Forte","Tre Maddox","Tony Brown"
"14054","2018-02-23","08:00","Regular","NO","MIA","Home",18,23,"James Williams","Curtis Blair","Gary Zielinski"
"14056","2018-02-23","09:00","Regular","DEN","SA","Home",27,20,"Ben Taylor","Tony Brothers","Joe DeRosa"
"14058","2018-02-23","09:00","Regular","PHO","LAC","Home",25,26,"Courtney Kirkland","Zach Zarba","Jonathan Sterling"
"14060","2018-02-23","09:00","Regular","UTA","POR","Home",13,20,"Kevin Cutler","J.T. Orr","Bill Spooner"
"14062","2018-02-23","10:30","Regular","LAL","DAL","Home",17,19,"Dedric Taylor","Marc Davis","Eric Lewis"
"14064","2018-02-24","05:00","Regular","PHI","ORL","Home",16,20,"Scott Twardoski","Karl Lane","Ron Garretson"
"14066","2018-02-24","07:30","Regular","MIA","MEM","Home",17,22,"Josh Tiven","Bennie Adams","Leon Wood"
"14068","2018-02-24","07:30","Regular","NY","BOS","Home",22,15,"Kane Fitzgerald","Marat Kogut","Tyler Ford"
"14070","2018-02-24","08:30","Regular","GS","OKC","Home",21,17,"Scott Foster","Pat Fraher","Scott Wall"
"14072","2018-02-24","09:00","Regular","MIN","CHI","Home",15,20,"Brett Nansel","Ed Malloy","Mark Ayotte"
"14074","2018-02-24","09:00","Regular","PHO","POR","Home",24,19,"Ben Taylor","Tony Brothers","Joe DeRosa"
"14076","2018-02-24","09:00","Regular","UTA","DAL","Home",19,23,"Courtney Kirkland","Zach Zarba","Jonathan Sterling"
"14078","2018-02-24","10:00","Regular","SAC","LAL","Home",21,18,"Nick Buchert","Gediminas Petraitis","Mike Callahan"
"14080","2018-02-25","01:00","Regular","CHA","DET","Home",19,22,"Leroy Richardson","Rodney Mott","Bill Spooner"
"14082","2018-02-25","03:00","Regular","MIL","NO","Home",19,24,"Brian Forte","Tre Maddox","Bill Kennedy"
"14084","2018-02-25","03:30","Regular","CLE","SA","Home",24,12,"Mark Lindsay","Ken Mauer","Derek Richardson"
"14086","2018-02-25","08:00","Regular","DEN","HOU","Home",27,23,"Dedric Taylor","Marc Davis","Eric Lewis"
"14088","2018-02-25","08:00","Regular","WAS","PHI","Home",28,16,"Derrick Stafford","Matt Boland","Tony Brown"
"14090","2018-02-26","07:30","Regular","ATL","LAL","Home",17,23,"Haywoode Workman","Josh Tiven","Bennie Adams"
"14092","2018-02-26","07:30","Regular","BOS","MEM","Home",23,22,"James Williams","Scott Twardoski","Derrick Collins"
"14094","2018-02-26","07:30","Regular","BKN","CHI","Home",20,11,"David Guthrie","Brent Barnaky","Leon Wood"
"14096","2018-02-26","07:30","Regular","NY","GS","Home",18,13,"Kevin Scott","Jason Phillips","Derek Richardson"
"14098","2018-02-26","07:30","Regular","TOR","DET","Home",18,22,"Marat Kogut","J.T. Orr","Ron Garretson"
"14100","2018-02-26","08:00","Regular","NO","PHO","Home",22,33,"Sean Wright","Kevin Cutler","Aaron Smith"
"14102","2018-02-26","08:00","Regular","OKC","ORL","Home",13,19,"Zach Zarba","Mark Ayotte","Jonathan Sterling"
"14104","2018-02-26","08:30","Regular","DAL","IND","Home",21,19,"Ben Taylor","C.J. Washington","Tony Brothers"
"14106","2018-02-26","09:00","Regular","UTA","HOU","Home",19,21,"Nick Buchert","Gediminas Petraitis","Mike Callahan"
"14108","2018-02-26","10:00","Regular","SAC","MIN","Home",23,14,"Scott Foster","Pat Fraher","Scott Wall"
"14110","2018-02-27","07:00","Regular","CHA","CHI","Home",14,23,"Haywoode Workman","Ken Mauer","Tony Brown"
"14112","2018-02-27","07:00","Regular","CLE","BKN","Home",24,21,"Kane Fitzgerald","Leroy Richardson","Matt Boland"
"14114","2018-02-27","07:30","Regular","MIA","PHI","Home",19,24,"Lauren Holtkamp","Rodney Mott","Bill Spooner"
"14116","2018-02-27","08:00","Regular","MIL","WAS","Home",20,22,"Mark Lindsay","Curtis Blair","Ed Malloy"
"14118","2018-02-27","10:00","Regular","POR","SAC","Home",15,12,"Gary Zielinski","Bill Kennedy","Justin Van Duyne"
"14120","2018-02-27","10:30","Regular","DEN","LAC","Home",27,25,"Tre Maddox","Derrick Stafford","Mark Ayotte"
"14122","2018-02-28","07:00","Regular","DET","MIL","Home",20,20,"Jason Goldenberg","Sean Corbin","Jason Phillips"
"14124","2018-02-28","07:00","Regular","ORL","TOR","Home",19,22,"Josh Tiven","Brett Nansel","Tony Brothers"
"14126","2018-02-28","07:30","Regular","ATL","IND","Home",23,20,"John Goble","Scott Twardoski","Derrick Collins"
"14128","2018-02-28","07:30","Regular","BOS","CHA","Home",20,17,"J.T. Orr","Ron Garretson","Tom Washington"
"14130","2018-02-28","08:00","Regular","MEM","PHO","Home",29,28,"Curtis Blair","Michael Smith","James Capers"
"14132","2018-02-28","08:00","Regular","WAS","GS","Home",24,21,"Brian Forte","Leon Wood","Marc Davis"
"14134","2018-02-28","08:30","Regular","DAL","OKC","Home",22,24,"Kevin Cutler","Bennie Adams","Mike Callahan"
"14136","2018-02-28","08:30","Regular","SA","NO","Home",15,17,"Jacyn Goble","Courtney Kirkland","Zach Zarba"
"14138","2018-02-28","10:30","Regular","LAC","HOU","Home",19,21,"Scott Foster","Pat Fraher","Scott Wall"
"14140","2018-03-01","07:30","Regular","MIA","LAL","Home",21,17,"David Guthrie","Aaron Smith","Tony Brown"
"14142","2018-03-01","08:00","Regular","CLE","PHI","Home",21,20,"J.T. Orr","Ed Malloy","Eric Lewis"
"14144","2018-03-01","10:00","Regular","SAC","BKN","Home",13,14,"Bill Kennedy","Derek Richardson","Mark Ayotte"
"14146","2018-03-01","10:30","Regular","POR","MIN","Home",18,24,"Nick Buchert","Karl Lane","Derrick Stafford"
"14148","2018-03-02","07:00","Regular","ORL","DET","Home",23,17,"David Guthrie","Brian Forte","Mitchell Ervin"
"14150","2018-03-02","07:00","Regular","PHI","CHA","Home",22,25,"Jason Goldenberg","James Williams","Gary Zielinski"
"14152","2018-03-02","07:30","Regular","ATL","GS","Home",21,20,"Sean Wright","Brett Nansel","Courtney Kirkland"
"14154","2018-03-02","08:00","Regular","CHI","DAL","Home",18,15,"Lauren Holtkamp","Michael Smith","Marc Davis"
"14156","2018-03-02","08:00","Regular","MEM","DEN","Home",23,22,"Marat Kogut","Kevin Cutler","Tony Brothers"
"14158","2018-03-02","08:00","Regular","MIL","IND","Home",24,23,"Bennie Adams","James Capers","Justin Van Duyne"
"14160","2018-03-02","08:00","Regular","WAS","TOR","Home",25,22,"Scott Twardoski","Sean Corbin","Zach Zarba"
"14162","2018-03-02","09:00","Regular","PHO","OKC","Home",25,20,"Tyler Ford","Ken Mauer","Scott Wall"
"14164","2018-03-02","10:30","Regular","LAC","NY","Home",17,22,"Mark Lindsay","Karl Lane","Bill Spooner"
"14166","2018-03-02","10:30","Regular","UTA","MIN","Home",21,23,"Kane Fitzgerald","Brent Barnaky","Tre Maddox"
"14168","2018-03-03","07:00","Regular","ORL","MEM","Home",23,26,"J.T. Orr","Ben Taylor","Eric Lewis"
"14170","2018-03-03","07:30","Regular","CLE","DEN","Home",16,19,"James Williams","Gediminas Petraitis","Aaron Smith"
"14172","2018-03-03","07:30","Regular","MIA","DET","Home",20,23,"Haywoode Workman","Kevin Scott","Tom Washington"
"14174","2018-03-03","08:30","Regular","HOU","BOS","Home",21,21,"Dedric Taylor","Ed Malloy","Tony Brown"
"14176","2018-03-03","09:00","Regular","SA","LAL","Home",19,21,"Marat Kogut","Jason Phillips","Jonathan Sterling"
"14178","2018-03-03","10:00","Regular","POR","OKC","Home",21,21,"Ron Garretson","Derek Richardson","Derrick Collins"
"14180","2018-03-03","10:00","Regular","SAC","UTA","Home",24,19,"Mark Lindsay","Tyler Ford","Derrick Stafford"
"14182","2018-03-04","03:30","Regular","ATL","PHO","Home",18,19,"Matt Boland","Bill Kennedy","Joe DeRosa"
"14184","2018-03-04","06:00","Regular","TOR","CHA","Home",28,21,"Michael Smith","James Capers","Ray Acosta"
"14186","2018-03-04","06:00","Regular","WAS","IND","Home",21,18,"Gediminas Petraitis","Gary Zielinski","Mike Callahan"
"14188","2018-03-04","07:00","Regular","DAL","NO","Home",20,21,"David Guthrie","Dedric Taylor","Mark Ayotte"
"14190","2018-03-04","08:00","Regular","MIL","PHI","Home",24,24,"Aaron Smith","Courtney Kirkland","Scott Foster"
"14192","2018-03-04","09:00","Regular","LAC","BKN","Home",20,21,"Brent Barnaky","Curtis Blair","Ken Mauer"
"14194","2018-03-04","09:00","Regular","SAC","NY","Home",18,19,"Kane Fitzgerald","Leon Wood","Derrick Collins"
"14196","2018-03-05","07:00","Regular","CLE","DET","Home",18,22,"Karl Lane","Ben Taylor","Zach Zarba"
"14198","2018-03-05","07:00","Regular","IND","MIL","Home",15,16,"Brian Forte","Bill Kennedy","Joe DeRosa"
"14200","2018-03-05","07:30","Regular","MIA","PHO","Home",14,20,"Jacyn Goble","Nick Buchert","Pat Fraher"
"14202","2018-03-05","08:00","Regular","CHI","BOS","Home",16,13,"Leroy Richardson","Sean Corbin","Jason Phillips"
"14204","2018-03-05","08:30","Regular","SA","MEM","Home",10,22,"Mark Lindsay","Haywoode Workman","Marc Davis"
"14206","2018-03-05","09:00","Regular","UTA","ORL","Home",22,19,"Sean Wright","Lauren Holtkamp","Bennie Adams"
"14208","2018-03-05","10:30","Regular","LAL","POR","Home",24,25,"Kevin Cutler","Tyler Ford","Rodney Mott"
"14210","2018-03-06","07:00","Regular","CHA","PHI","Home",12,20,"Pat Fraher","Tom Washington","Justin Van Duyne"
"14212","2018-03-06","07:00","Regular","TOR","ATL","Home",21,25,"C.J. Washington","Tony Brothers","Mark Ayotte"
"14214","2018-03-06","07:00","Regular","WAS","MIA","Home",22,24,"Marat Kogut","Scott Foster","Ray Acosta"
"14216","2018-03-06","08:00","Regular","OKC","HOU","Home",28,20,"Brent Barnaky","Matt Boland","Mike Callahan"
"14218","2018-03-06","08:30","Regular","DAL","DEN","Home",20,16,"Gary Zielinski","Scott Wall","James Capers"
"14220","2018-03-06","10:00","Regular","POR","NY","Home",15,19,"Curtis Blair","Ken Mauer","Tony Brown"
"14222","2018-03-06","10:30","Regular","GS","BKN","Home",18,18,"John Goble","Lauren Holtkamp","Derrick Collins"
"14224","2018-03-06","10:30","Regular","LAC","NO","Home",18,20,"Tre Maddox","Rodney Mott","Ed Malloy"
"14226","2018-03-07","07:00","Regular","IND","UTA","Home",17,18,"Dedric Taylor","Tony Brothers","Michael Smith"
"14228","2018-03-07","08:00","Regular","CHI","MEM","Home",22,26,"Bill Kennedy","Mark Ayotte","Justin Van Duyne"
"14230","2018-03-07","08:00","Regular","DET","TOR","Home",23,20,"Nick Buchert","Gediminas Petraitis","Marc Davis"
"14232","2018-03-07","08:00","Regular","MIL","HOU","Home",22,21,"Haywoode Workman","Sean Corbin","Derrick Stafford"
"14234","2018-03-07","10:00","Regular","SAC","NO","Home",16,22,"John Goble","Curtis Blair","Ron Garretson"
"14236","2018-03-07","10:30","Regular","DEN","CLE","Home",16,19,"Josh Tiven","Leon Wood","Jason Phillips"
"14238","2018-03-07","10:30","Regular","LAL","ORL","Home",16,22,"Courtney Kirkland","Bill Spooner","Derek Richardson"
"14240","2018-03-08","07:00","Regular","CHA","BKN","Home",21,27,"Kevin Cutler","James Williams","Bennie Adams"
"14242","2018-03-08","07:30","Regular","MIA","PHI","Home",20,20,"Sean Wright","Brian Forte","Mitchell Ervin"
"14244","2018-03-08","08:00","Regular","MIN","BOS","Home",22,17,"Mark Lindsay","Kevin Scott","Scott Foster"
"14246","2018-03-08","08:00","Regular","OKC","PHO","Home",20,25,"David Guthrie","Ben Taylor","Lauren Holtkamp"
"14248","2018-03-08","10:30","Regular","GS","SA","Home",18,20,"Gary Zielinski","Rodney Mott","Ed Malloy"
"14250","2018-03-09","07:00","Regular","DET","CHI","Home",13,19,"James Williams","Kevin Scott","Dedric Taylor"
"14252","2018-03-09","07:00","Regular","IND","ATL","Home",16,13,"Mark Lindsay","Tyler Ford","Zach Zarba"
"14254","2018-03-09","07:30","Regular","TOR","HOU","Home",20,13,"Pat Fraher","Scott Wall","Tom Washington"
"14256","2018-03-09","08:00","Regular","MEM","UTA","Home",22,17,"Aaron Smith","Sean Corbin","Bill Spooner"
"14258","2018-03-09","08:00","Regular","MIL","NY","Home",16,26,"Jacyn Goble","Mike Callahan","Mark Ayotte"
"14260","2018-03-09","08:00","Regular","NO","WAS","Home",18,16,"Haywoode Workman","Brian Forte","Derrick Stafford"
"14262","2018-03-09","09:00","Regular","DEN","LAL","Home",16,23,"J.T. Orr","Ron Garretson","Bill Kennedy"
"14264","2018-03-09","10:00","Regular","POR","GS","Home",17,20,"Josh Tiven","Scott Twardoski","Jason Phillips"
"14266","2018-03-09","10:00","Regular","SAC","ORL","Home",21,17,"Tre Maddox","Tony Brown","James Capers"
"14268","2018-03-09","10:30","Regular","LAC","CLE","Home",16,28,"John Goble","Courtney Kirkland","Justin Van Duyne"
"14270","2018-03-10","05:00","Regular","CHA","PHO","Home",18,25,"Karl Lane","Scott Foster","Derek Richardson"
"14272","2018-03-10","07:30","Regular","MIA","WAS","Home",25,20,"Kane Fitzgerald","Brent Barnaky","Ben Taylor"
"14274","2018-03-10","08:30","Regular","DAL","MEM","Home",18,24,"Mitchell Ervin","Michael Smith","Ed Malloy"
"14276","2018-03-10","08:30","Regular","OKC","SA","Home",13,22,"Tony Brothers","Leon Wood","Derrick Collins"
"14278","2018-03-10","10:30","Regular","LAC","ORL","Home",20,19,"Josh Tiven","Leroy Richardson","Marc Davis"
"14280","2018-03-11","01:00","Regular","NY","TOR","Home",19,19,"Sean Wright","Dedric Taylor","Matt Boland"
"14282","2018-03-11","03:30","Regular","ATL","CHI","Home",14,24,"Karl Lane","Pat Fraher","Ray Acosta"
"14284","2018-03-11","03:30","Regular","MIN","GS","Home",15,17,"Nick Buchert","Scott Wall","Mike Callahan"
"14286","2018-03-11","04:00","Regular","NO","UTA","Home",25,20,"James Williams","Kevin Scott","Jonathan Sterling"
"14288","2018-03-11","05:00","Regular","DEN","SAC","Home",17,21,"Aaron Smith","Courtney Kirkland","Zach Zarba"
"14290","2018-03-11","07:00","Regular","DAL","HOU","Home",18,22,"Marat Kogut","Tre Maddox","Bill Spooner"
"14292","2018-03-11","07:30","Regular","BOS","IND","Home",13,20,"David Guthrie","Kevin Cutler","Curtis Blair"
"14294","2018-03-11","07:30","Regular","BKN","PHI","Home",19,19,"Jacyn Goble","Tyler Ford","Derrick Stafford"
"14296","2018-03-11","09:00","Regular","LAL","CLE","Home",19,18,"Scott Twardoski","Tony Brown","James Capers"
"14298","2018-03-12","08:00","Regular","HOU","SA","Home",24,17,"Josh Tiven","Ben Taylor","Scott Foster"
"14300","2018-03-12","08:00","Regular","MEM","MIL","Home",23,22,"Gediminas Petraitis","Ken Mauer","Leon Wood"
"14302","2018-03-12","08:00","Regular","OKC","SAC","Home",15,22,"J.T. Orr","Michael Smith","Ed Malloy"
"14304","2018-03-12","10:30","Regular","POR","MIA","Home",15,24,"Leroy Richardson","Marc Davis","Mark Ayotte"
"14306","2018-03-13","07:00","Regular","PHI","IND","Home",25,23,"John Goble","Bennie Adams","Derek Richardson"
"14308","2018-03-13","07:00","Regular","WAS","MIN","Home",17,21,"David Guthrie","Sean Wright","Lauren Holtkamp"
"14310","2018-03-13","07:30","Regular","ATL","OKC","Home",25,21,"Kane Fitzgerald","Nick Buchert","Tre Maddox"
"14312","2018-03-13","07:30","Regular","BKN","TOR","Home",19,20,"Mark Lindsay","Curtis Blair","Jason Phillips"
"14314","2018-03-13","07:30","Regular","NY","DAL","Home",18,15,"Brent Barnaky","Bill Kennedy","Jonathan Sterling"
"14316","2018-03-13","08:00","Regular","CHI","LAC","Home",28,14,"Kevin Cutler","C.J. Washington","Eric Lewis"
"14318","2018-03-13","08:00","Regular","NO","CHA","Home",16,13,"Josh Tiven","J.T. Orr","Rodney Mott"
"14320","2018-03-13","08:30","Regular","SA","ORL","Home",13,19,"Kevin Scott","Bill Spooner","Justin Van Duyne"
"14322","2018-03-13","09:00","Regular","UTA","DET","Home",22,23,"Scott Twardoski","Tony Brown","James Capers"
"14324","2018-03-13","10:00","Regular","PHO","CLE","Home",21,25,"Marat Kogut","Aaron Smith","Zach Zarba"
"14326","2018-03-13","10:30","Regular","LAL","DEN","Home",23,26,"Haywoode Workman","Sean Corbin","Tom Washington"
"14328","2018-03-14","07:00","Regular","ORL","MIL","Home",16,20,"James Williams","Michael Smith","Joe DeRosa"
"14330","2018-03-14","08:00","Regular","BOS","WAS","Home",22,26,"Karl Lane","Courtney Kirkland","Ken Mauer"
"14332","2018-03-14","10:00","Regular","SAC","MIA","Home",21,23,"Haywoode Workman","Gary Zielinski","Tony Brothers"
"14334","2018-03-14","10:30","Regular","GS","LAL","Home",24,19,"Brian Forte","Marc Davis","Matt Boland"
"14336","2018-03-15","07:00","Regular","IND","TOR","Home",25,19,"Tre Maddox","Rodney Mott","Derrick Stafford"
"14338","2018-03-15","07:30","Regular","ATL","CHA","Home",27,21,"Jason Goldenberg","Bennie Adams","Bill Kennedy"
"14340","2018-03-15","07:30","Regular","NY","PHI","Home",25,21,"Ben Taylor","Leroy Richardson","Ed Malloy"
"14342","2018-03-15","08:00","Regular","HOU","LAC","Home",13,21,"Aaron Smith","Derrick Collins","James Capers"
"14344","2018-03-15","08:00","Regular","MEM","CHI","Home",22,23,"John Goble","Brent Barnaky","Derek Richardson"
"14346","2018-03-15","08:30","Regular","SA","NO","Home",14,18,"Kevin Cutler","Pat Fraher","Zach Zarba"
"14348","2018-03-15","09:00","Regular","DEN","DET","Home",15,20,"Jacyn Goble","Marat Kogut","Mike Callahan"
"14350","2018-03-15","09:00","Regular","UTA","PHO","Home",20,25,"Sean Corbin","Tom Washington","Justin Van Duyne"
"14352","2018-03-15","10:00","Regular","POR","CLE","Home",15,21,"Brian Forte","Tony Brothers","Matt Boland"
"14354","2018-03-16","07:00","Regular","ORL","BOS","Home",23,17,"John Goble","C.J. Washington","Scott Wall"
"14356","2018-03-16","07:00","Regular","PHI","BKN","Home",21,22,"Leon Wood","Bill Kennedy","Mark Ayotte"
"14358","2018-03-16","07:30","Regular","TOR","DAL","Home",21,27,"Kane Fitzgerald","Lauren Holtkamp","Tyler Ford"
"14360","2018-03-16","08:00","Regular","OKC","LAC","Home",20,18,"Kevin Scott","Gediminas Petraitis","Jason Phillips"
"14362","2018-03-16","10:30","Regular","GS","SAC","Home",21,16,"Marat Kogut","Dedric Taylor","Scott Foster"
"14364","2018-03-16","10:30","Regular","LAL","MIA","Home",17,18,"Mark Lindsay","Ron Garretson","Justin Van Duyne"
"14366","2018-03-17","07:00","Regular","NO","HOU","Home",19,19,"David Guthrie","Nick Buchert","Derek Richardson"
"14368","2018-03-17","07:00","Regular","WAS","IND","Home",17,18,"Aaron Smith","Zach Zarba","Tony Brown"
"14370","2018-03-17","07:30","Regular","BKN","DAL","Home",14,21,"Josh Tiven","Ken Mauer","Ray Acosta"
"14372","2018-03-17","07:30","Regular","NY","CHA","Home",22,13,"Brett Nansel","Pat Fraher","Michael Smith"
