"","gmDate","gmTime","seasTyp","teamAbbr","opptAbbr","teamLoc","teamPF","opptPF","offN1","offN2","offN3"
"480","2012-12-01","21:00","Regular","DAL","DET","Home",18,15,"Tom Washington","Tony Brown","Eli Roe"
"482","2012-12-01","22:30","Regular","LAC","SAC","Home",15,19,"Bill Kennedy","Eric Lewis","Scott Twardoski"
"484","2012-12-01","22:30","Regular","GS","IND","Home",22,19,"Ken Mauer","Karl Lane","Dick Bavetta"
"486","2012-12-02","12:00","Regular","NY","PHO","Home",13,23,"Courtney Kirkland","Rodney Mott","John Goble"
"488","2012-12-02","21:30","Regular","LAL","ORL","Home",16,28,"Scott Wall","Jason Phillips","Derek Richardson"
"490","2012-12-03","19:00","Regular","CHA","POR","Home",19,20,"Tony Brothers","Michael Smith","Tre Maddox"
"492","2012-12-03","19:30","Regular","DET","CLE","Home",16,20,"Rodney Mott","Sean Corbin","SirAllen Conner"
"494","2012-12-03","20:00","Regular","NO","MIL","Home",23,16,"Ron Garretson","Kane Fitzgerald","Josh Tiven"
"496","2012-12-03","21:00","Regular","UTA","LAC","Home",26,14,"Kevin Fehr","Ken Mauer","Dick Bavetta"
"498","2012-12-03","21:00","Regular","DEN","TOR","Home",20,30,"Olandis Poole","Sean Wright","James Capers"
"500","2012-12-03","22:30","Regular","GS","ORL","Home",20,19,"Bill Kennedy","Eric Lewis","Brenda Pantoja"
"502","2012-12-04","19:00","Regular","WAS","MIA","Home",14,20,"Pat Fraher","Marc Davis","Brent Barnaky"
"504","2012-12-04","19:00","Regular","PHI","MIN","Home",15,18,"Scott Foster","Leon Wood","Steven Anderson"
"506","2012-12-04","19:30","Regular","BKN","OKC","Home",25,19,"Ed Malloy","John Goble","Haywoode Workman"
"508","2012-12-04","20:00","Regular","HOU","LAL","Home",28,25,"Joe Crawford","Zach Zarba","Mark Ayotte"
"510","2012-12-04","20:00","Regular","CHI","IND","Home",21,21,"Bennett Salvatore","Tony Brown","Mark Lindsay"
"512","2012-12-04","20:00","Regular","MEM","PHO","Home",22,26,"Ron Garretson","Derrick Collins","Scott Twardoski"
"514","2012-12-05","19:00","Regular","CHA","NY","Home",14,18,"Monty McCutchen","Brian Forte","Curtis Blair"
"516","2012-12-05","19:00","Regular","IND","POR","Home",12,15,"Sean Corbin","Marc Davis","SirAllen Conner"
"518","2012-12-05","19:30","Regular","ATL","DEN","Home",19,25,"Derrick Stafford","Kane Fitzgerald","Kevin Scott"
"520","2012-12-05","19:30","Regular","BOS","MIN","Home",24,19,"Courtney Kirkland","Michael Smith","Tre Maddox"
"522","2012-12-05","19:30","Regular","DET","GS","Home",26,22,"Scott Foster","Leon Wood","Derek Richardson"
"524","2012-12-05","20:00","Regular","CLE","CHI","Home",18,24,"Tom Washington","John Goble","Haywoode Workman"
"526","2012-12-05","20:00","Regular","NO","LAL","Home",20,16,"David Jones","Derrick Collins","Scott Twardoski"
"528","2012-12-05","20:30","Regular","SA","MIL","Home",20,21,"Scott Wall","Mike Callahan","Violet Palmer"
"530","2012-12-05","21:00","Regular","UTA","ORL","Home",16,20,"Gary Zielinski","Marat Kogut","James Capers"
"532","2012-12-05","22:00","Regular","SAC","TOR","Home",18,23,"Kevin Fehr","Ken Mauer","Dick Bavetta"
"534","2012-12-05","22:30","Regular","LAC","DAL","Home",17,18,"Dan Crawford","Olandis Poole","Sean Wright"
"536","2012-12-06","20:00","Regular","MIA","NY","Home",21,19,"Joe Crawford","Mark Ayotte","David Guthrie"
"538","2012-12-06","22:30","Regular","PHO","DAL","Home",20,23,"Kevin Fehr","Gary Zielinski","Zach Zarba"
"540","2012-12-07","19:00","Regular","PHI","BOS","Home",26,23,"Tony Brothers","Eric Lewis","Curtis Blair"
"542","2012-12-07","19:00","Regular","IND","DEN","Home",22,17,"Courtney Kirkland","Monty McCutchen","Derek Richardson"
"544","2012-12-07","19:30","Regular","DET","CHI","Home",19,20,"Jason Phillips","Kane Fitzgerald","Josh Tiven"
"546","2012-12-07","19:30","Regular","BKN","GS","Home",13,21,"Pat Fraher","Marc Davis","Steven Anderson"
"548","2012-12-07","19:30","Regular","ATL","WAS","Home",19,17,"Bennett Salvatore","Mark Lindsay","J.T. Orr"
"550","2012-12-07","20:00","Regular","MIN","CLE","Home",17,24,"Derrick Stafford","Eric Dalen","Brian Forte"
"552","2012-12-07","20:00","Regular","NO","MEM","Home",16,17,"Leroy Richardson","Ed Malloy","Eli Roe"
"554","2012-12-07","20:30","Regular","MIL","CHA","Home",17,23,"David Jones","Tom Washington","Kevin Scott"
"556","2012-12-07","20:30","Regular","SA","HOU","Home",10,14,"Ken Mauer","Derrick Collins","Nick Buchert"
"558","2012-12-07","21:00","Regular","UTA","TOR","Home",26,28,"Bennie Adams","Leon Wood","Scott Twardoski"
"560","2012-12-07","21:30","Regular","OKC","LAL","Home",24,23,"Sean Corbin","Mike Callahan","Violet Palmer"
"562","2012-12-07","22:00","Regular","SAC","ORL","Home",19,24,"Tony Brown","Dan Crawford","James Williams"
"564","2012-12-08","15:30","Regular","LAC","PHO","Home",16,22,"Rodney Mott","Mark Ayotte","Kevin Cutler"
"566","2012-12-08","19:00","Regular","CHA","SA","Home",16,22,"Joe Crawford","Eric Lewis","Haywoode Workman"
"568","2012-12-08","19:00","Regular","WAS","GS","Home",20,16,"Courtney Kirkland","Tom Washington","Curtis Blair"
"570","2012-12-08","19:30","Regular","BOS","PHI","Home",19,19,"Jason Phillips","Josh Tiven","Dick Bavetta"
"572","2012-12-08","19:30","Regular","MIA","NO","Home",18,23,"Bill Kennedy","John Goble","Mark Lindsay"
"574","2012-12-08","19:30","Regular","CLE","DET","Home",27,22,"Pat Fraher","Monty McCutchen","Karl Lane"
"576","2012-12-08","20:00","Regular","MEM","ATL","Home",19,16,"Scott Foster","Scott Wall","Eric Dalen"
"578","2012-12-08","20:00","Regular","CHI","NY","Home",20,17,"David Jones","Derrick Stafford","Eli Roe"
"580","2012-12-08","20:00","Regular","HOU","DAL","Home",26,24,"Leroy Richardson","Ed Malloy","David Guthrie"
"582","2012-12-08","22:00","Regular","POR","SAC","Home",23,16,"Olandis Poole","Sean Wright","James Capers"
"584","2012-12-09","15:30","Regular","LAC","TOR","Home",17,22,"Gary Zielinski","Zach Zarba","J.T. Orr"
"586","2012-12-09","18:00","Regular","BKN","MIL","Home",20,19,"Tony Brothers","Derek Richardson","Brian Forte"
"588","2012-12-09","19:00","Regular","OKC","IND","Home",16,20,"Ken Mauer","David Guthrie","Nick Buchert"
"590","2012-12-09","19:30","Regular","NY","DEN","Home",22,22,"Michael Smith","Bennett Salvatore","Steven Anderson"
"592","2012-12-09","20:00","Regular","PHO","ORL","Home",19,15,"Bennie Adams","Leon Wood","Violet Palmer"
"594","2012-12-09","21:30","Regular","LAL","UTA","Home",21,22,"Ron Garretson","Tony Brown","James Williams"
"596","2012-12-10","19:00","Regular","PHI","DET","Home",25,20,"Leroy Richardson","Bill Kennedy","Tre Maddox"
"598","2012-12-10","19:00","Regular","CHA","GS","Home",20,26,"Scott Wall","Dan Crawford","Eric Dalen"
"600","2012-12-10","19:30","Regular","MIA","ATL","Home",18,16,"Ed Malloy","Eric Lewis","Karl Lane"
"602","2012-12-10","20:00","Regular","HOU","SA","Home",21,22,"Pat Fraher","Kevin Cutler","James Capers"
"604","2012-12-10","20:30","Regular","DAL","SAC","Home",14,16,"Monty McCutchen","Kane Fitzgerald","Marat Kogut"
"606","2012-12-10","22:00","Regular","POR","TOR","Home",18,20,"David Jones","Rodney Mott","James Williams"
"608","2012-12-11","19:00","Regular","BKN","NY","Home",21,21,"Bill Kennedy","Kevin Scott","Dick Bavetta"
"610","2012-12-11","19:00","Regular","CLE","LAL","Home",26,22,"Courtney Kirkland","Kevin Fehr","Marc Davis"
"612","2012-12-11","19:30","Regular","DET","DEN","Home",28,19,"Tom Washington","Derrick Collins","Ben Taylor"
"614","2012-12-11","20:00","Regular","NO","WAS","Home",28,22,"Derrick Stafford","Derek Richardson","Brian Forte"
"616","2012-12-11","21:30","Regular","CHI","LAC","Home",18,15,"Scott Foster","Michael Smith","Nick Buchert"
"618","2012-12-12","19:00","Regular","IND","CLE","Home",21,28,"Zach Zarba","Eric Lewis","Ben Taylor"
"620","2012-12-12","19:00","Regular","ORL","ATL","Home",14,11,"Jason Phillips","Haywoode Workman","Brian Forte"
"622","2012-12-12","19:00","Regular","TOR","BKN","Home",25,16,"Courtney Kirkland","Ron Garretson","Eli Roe"
"624","2012-12-12","19:30","Regular","PHI","CHI","Home",24,14,"Bennie Adams","Dan Crawford","Scott Bolnick"
"626","2012-12-12","19:30","Regular","CHA","LAC","Home",24,16,"Pat Fraher","Bennett Salvatore","Tony Brown"
"628","2012-12-12","19:30","Regular","MIA","GS","Home",13,14,"Sean Corbin","Derrick Stafford","Olandis Poole"
"630","2012-12-12","20:00","Regular","OKC","NO","Home",18,26,"Kane Fitzgerald","Brent Barnaky","James Capers"
"632","2012-12-12","20:00","Regular","MIL","SAC","Home",18,20,"Ken Mauer","Scott Wall","Violet Palmer"
"634","2012-12-12","20:00","Regular","BOS","DAL","Home",22,27,"Joe Crawford","Derrick Collins","Mark Lindsay"
"636","2012-12-12","20:00","Regular","MIN","DEN","Home",22,30,"Marc Davis","Sean Wright","Kevin Cutler"
"638","2012-12-12","20:00","Regular","HOU","WAS","Home",19,20,"Gary Zielinski","Monty McCutchen","Marat Kogut"
"640","2012-12-12","21:00","Regular","PHO","MEM","Home",13,17,"David Jones","John Goble","James Williams"
"642","2012-12-12","22:30","Regular","UTA","SA","Home",16,15,"Mike Callahan","David Guthrie","Curtis Blair"
"644","2012-12-13","19:30","Regular","ATL","CHA","Home",14,18,"Gary Zielinski","Michael Smith","Josh Tiven"
"646","2012-12-13","20:00","Regular","NY","LAL","Home",20,21,"Leroy Richardson","Leon Wood","Dan Crawford"
"648","2012-12-13","22:30","Regular","POR","SA","Home",19,11,"Tony Brothers","John Goble","J.T. Orr"
"650","2012-12-14","19:00","Regular","IND","PHI","Home",21,20,"Scott Foster","Derrick Collins","Kane Fitzgerald"
"652","2012-12-14","19:00","Regular","WAS","LAL","Home",24,20,"Michael Smith","Scott Wall","Violet Palmer"
"654","2012-12-14","19:00","Regular","TOR","DAL","Home",20,17,"Bennie Adams","Bill Kennedy","Karl Lane"
"656","2012-12-14","19:30","Regular","CLE","MIL","Home",22,18,"Ron Garretson","Mark Ayotte","Sean Wright"
"658","2012-12-14","19:30","Regular","BKN","DET","Home",24,21,"Leon Wood","Joe Crawford","Olandis Poole"
"660","2012-12-14","20:00","Regular","HOU","BOS","Home",16,16,"David Jones","Tom Washington","Haywoode Workman"
"662","2012-12-14","20:00","Regular","OKC","SAC","Home",24,19,"Jason Phillips","Tony Brown","Tre Maddox"
"664","2012-12-14","20:00","Regular","NO","MIN","Home",16,12,"Kevin Fehr","Rodney Mott","Eric Lewis"
"666","2012-12-14","20:00","Regular","ORL","GS","Home",15,15,"Pat Fraher","Bennett Salvatore","Ben Taylor"
"668","2012-12-14","21:00","Regular","PHO","UTA","Home",16,17,"Sean Corbin","Ed Malloy","Mark Lindsay"
"670","2012-12-14","22:30","Regular","DEN","MEM","Home",19,28,"Mike Callahan","David Guthrie","Curtis Blair"
"672","2012-12-15","19:00","Regular","ATL","GS","Home",15,25,"Zach Zarba","Mark Ayotte","James Capers"
"674","2012-12-15","19:30","Regular","NY","CLE","Home",18,23,"Bennie Adams","Monty McCutchen","Karl Lane"
"676","2012-12-15","19:30","Regular","CHA","ORL","Home",16,25,"Leroy Richardson","Derrick Stafford","Brent Barnaky"
"678","2012-12-15","19:30","Regular","DET","IND","Home",16,21,"Gary Zielinski","Dan Crawford","Eli Roe"
"680","2012-12-15","19:30","Regular","MIA","WAS","Home",15,18,"Ken Mauer","Haywoode Workman","Dick Bavetta"
"682","2012-12-15","20:00","Regular","MIN","DAL","Home",18,29,"Ron Garretson","John Goble","J.T. Orr"
"684","2012-12-15","20:00","Regular","CHI","BKN","Home",17,18,"Marc Davis","Kane Fitzgerald","Tre Maddox"
"686","2012-12-15","20:30","Regular","SA","BOS","Home",12,20,"Kevin Fehr","Rodney Mott","Tony Brown"
"688","2012-12-15","20:30","Regular","MIL","LAC","Home",22,22,"Courtney Kirkland","Jason Phillips","Josh Tiven"
"690","2012-12-15","21:00","Regular","UTA","MEM","Home",20,16,"Tony Brothers","Eric Dalen","Brian Forte"
"692","2012-12-16","13:00","Regular","TOR","HOU","Home",24,19,"Leon Wood","Joe Crawford","Violet Palmer"
"694","2012-12-16","18:00","Regular","PHI","LAL","Home",17,9,"Tom Washington","Sean Wright","Eli Roe"
"696","2012-12-16","18:00","Regular","SAC","DEN","Home",19,25,"Sean Corbin","Ed Malloy","Mark Lindsay"
"698","2012-12-16","21:00","Regular","POR","NO","Home",12,15,"Mike Callahan","David Guthrie","Kevin Scott"
"700","2012-12-17","19:00","Regular","ORL","MIN","Home",22,15,"Ken Mauer","Bennie Adams","Mark Ayotte"
"702","2012-12-17","19:30","Regular","DET","LAC","Home",17,15,"David Jones","Derrick Stafford","Kevin Cutler"
"704","2012-12-17","19:30","Regular","NY","HOU","Home",18,16,"Ron Garretson","Derrick Collins","J.T. Orr"
"706","2012-12-17","20:00","Regular","MEM","CHI","Home",19,21,"Kevin Fehr","James Capers","Dick Bavetta"
"708","2012-12-17","20:00","Regular","OKC","SA","Home",21,19,"Courtney Kirkland","Bennett Salvatore","Scott Twardoski"
"710","2012-12-17","21:00","Regular","PHO","SAC","Home",17,17,"Tony Brothers","Eric Dalen","Brian Forte"
"712","2012-12-18","19:00","Regular","WAS","ATL","Home",24,20,"Joe Crawford","John Goble","Scott Bolnick"
"714","2012-12-18","19:00","Regular","CLE","TOR","Home",26,24,"Michael Smith","Kevin Cutler","Josh Tiven"
"716","2012-12-18","19:30","Regular","BKN","UTA","Home",19,24,"Monty McCutchen","Eric Lewis","Marat Kogut"
"718","2012-12-18","19:30","Regular","MIA","MIN","Home",18,21,"Dan Crawford","Sean Wright","Curtis Blair"
"720","2012-12-18","20:00","Regular","CHI","BOS","Home",15,18,"Leon Wood","Jason Phillips","Violet Palmer"
"722","2012-12-18","20:00","Regular","MIL","IND","Home",29,22,"Pat Fraher","Derrick Stafford","Olandis Poole"
"724","2012-12-18","20:30","Regular","DAL","PHI","Home",13,21,"Marc Davis","Tony Brown","Tre Maddox"
"726","2012-12-18","21:00","Regular","DEN","SA","Home",17,25,"Gary Zielinski","Bill Kennedy","Derek Richardson"
"728","2012-12-18","22:30","Regular","LAL","CHA","Home",18,23,"Sean Corbin","Ed Malloy","Kevin Scott"
"730","2012-12-18","22:30","Regular","GS","NO","Home",15,24,"Scott Foster","Mark Lindsay","Brian Forte"
"732","2012-12-19","19:00","Regular","IND","UTA","Home",26,23,"Brent Barnaky","James Capers","Dick Bavetta"
"734","2012-12-19","19:00","Regular","NY","BKN","Home",11,16,"Kevin Fehr","David Jones","Ken Mauer"
"736","2012-12-19","19:00","Regular","TOR","DET","Home",24,19,"Mike Callahan","Eric Lewis","J.T. Orr"
"738","2012-12-19","19:00","Regular","ORL","WAS","Home",12,21,"Dan Crawford","Derrick Collins","Curtis Blair"
"740","2012-12-19","19:30","Regular","BOS","CLE","Home",24,22,"Zach Zarba","John Goble","Scott Bolnick"
"742","2012-12-19","19:30","Regular","ATL","OKC","Home",19,16,"Bennie Adams","Tom Washington","James Williams"
"744","2012-12-19","20:00","Regular","HOU","PHI","Home",20,21,"Courtney Kirkland","Bennett Salvatore","Mark Ayotte"
"746","2012-12-19","21:00","Regular","PHO","CHA","Home",22,11,"Bill Kennedy","Kane Fitzgerald","Brenda Pantoja"
"748","2012-12-19","21:30","Regular","MEM","MIL","Home",17,19,"Michael Smith","Monty McCutchen","Scott Twardoski"
"750","2012-12-19","22:00","Regular","SAC","GS","Home",18,27,"Rodney Mott","David Guthrie","Kevin Scott"
"752","2012-12-19","22:30","Regular","LAC","NO","Home",21,18,"Leroy Richardson","Tony Brothers","Nick Buchert"
"754","2012-12-20","19:00","Regular","MIN","OKC","Home",19,24,"Pat Fraher","Joe Crawford","Josh Tiven"
"756","2012-12-20","21:30","Regular","DAL","MIA","Home",17,14,"Courtney Kirkland","Tom Washington","Mark Lindsay"
"758","2012-12-20","22:00","Regular","POR","DEN","Home",21,20,"Scott Foster","Eli Roe","Brian Forte"
"760","2012-12-21","19:00","Regular","PHI","ATL","Home",11,15,"Mike Callahan","J.T. Orr","Dick Bavetta"
"762","2012-12-21","19:00","Regular","TOR","ORL","Home",20,15,"Sean Corbin","Monty McCutchen","Marat Kogut"
"764","2012-12-21","19:30","Regular","BOS","MIL","Home",22,15,"Ken Mauer","Sean Wright","Brent Barnaky"
"766","2012-12-21","19:30","Regular","NY","CHI","Home",25,25,"Zach Zarba","Olandis Poole","John Goble"
"768","2012-12-21","19:30","Regular","CLE","IND","Home",22,21,"Jason Phillips","Eric Lewis","Eric Dalen"
"770","2012-12-21","19:30","Regular","DET","WAS","Home",18,20,"Michael Smith","James Williams","James Capers"
"772","2012-12-21","20:00","Regular","MEM","DAL","Home",16,19,"Gary Zielinski","Bennett Salvatore","Curtis Blair"
"774","2012-12-21","20:30","Regular","SA","NO","Home",12,18,"David Jones","Derrick Stafford","Mark Ayotte"
"776","2012-12-21","22:30","Regular","GS","CHA","Home",24,17,"Leroy Richardson","Ron Garretson","Nick Buchert"
"778","2012-12-21","22:30","Regular","LAC","SAC","Home",17,25,"Leroy Richardson","Scott Foster","Kane Fitzgerald"
"780","2012-12-22","19:00","Regular","ATL","CHI","Home",9,14,"Ed Malloy","Derrick Collins","Eric Dalen"
"782","2012-12-22","19:00","Regular","WAS","DET","Home",18,25,"Zach Zarba","Mark Lindsay","Brent Barnaky"
"784","2012-12-22","19:30","Regular","MIA","UTA","Home",19,18,"Kevin Fehr","Marc Davis","David Guthrie"
"786","2012-12-22","20:00","Regular","HOU","MEM","Home",13,19,"Derrick Stafford","Tony Brown","Karl Lane"
"788","2012-12-22","20:00","Regular","NO","IND","Home",24,21,"Gary Zielinski","Tom Washington","Josh Tiven"
"790","2012-12-22","20:30","Regular","MIL","CLE","Home",15,26,"Joe Crawford","Haywoode Workman","Brian Forte"
"792","2012-12-22","21:00","Regular","DEN","CHA","Home",21,16,"Rodney Mott","Leon Wood","Mark Ayotte"
"794","2012-12-22","22:00","Regular","POR","PHO","Home",12,18,"Leroy Richardson","Ron Garretson","Kevin Cutler"
"796","2012-12-22","22:30","Regular","GS","LAL","Home",22,20,"Bill Kennedy","Eli Roe","Kane Fitzgerald"
"798","2012-12-23","15:00","Regular","BKN","PHI","Home",11,22,"Pat Fraher","Michael Smith","Curtis Blair"
"800","2012-12-23","17:00","Regular","NY","MIN","Home",20,22,"Sean Corbin","Mike Callahan","Marat Kogut"
"802","2012-12-23","18:00","Regular","ORL","UTA","Home",22,17,"David Jones","Olandis Poole","John Goble"
"804","2012-12-23","19:00","Regular","SA","DAL","Home",22,18,"Tony Brothers","Sean Wright","Karl Lane"
"806","2012-12-23","20:00","Regular","PHO","LAC","Home",21,19,"Rodney Mott","Leon Wood","Eli Roe"
"808","2012-12-23","21:00","Regular","SAC","POR","Home",18,17,"Bennie Adams","Bill Kennedy","Nick Buchert"
"810","2012-12-25","12:00","Regular","BKN","BOS","Home",22,25,"Leroy Richardson","Zach Zarba","Mike Callahan"
"812","2012-12-25","15:00","Regular","LAL","NY","Home",17,25,"Bennie Adams","Derrick Stafford","James Williams"
"814","2012-12-25","17:30","Regular","MIA","OKC","Home",26,25,"Tony Brown","Monty McCutchen","John Goble"
"816","2012-12-25","20:00","Regular","CHI","HOU","Home",19,21,"David Guthrie","Marat Kogut","James Capers"
"818","2012-12-25","22:30","Regular","LAC","DEN","Home",21,16,"Courtney Kirkland","Violet Palmer","Bill Kennedy"
"820","2012-12-26","19:00","Regular","WAS","CLE","Home",21,16,"Scott Foster","Olandis Poole","Kane Fitzgerald"
"822","2012-12-26","19:00","Regular","CHA","MIA","Home",22,25,"Sean Corbin","Tom Washington","Lauren Holtkamp"
"824","2012-12-26","19:00","Regular","ORL","NO","Home",17,17,"Scott Wall","Zach Zarba","Brent Barnaky"
"826","2012-12-26","19:30","Regular","ATL","DET","Home",18,23,"Jason Phillips","John Goble","Kevin Cutler"
"828","2012-12-26","20:00","Regular","MEM","PHI","Home",18,15,"Tony Brothers","Brian Forte","Ben Taylor"
"830","2012-12-26","20:00","Regular","MIL","BKN","Home",20,18,"Ed Malloy","David Guthrie","Karl Lane"
"832","2012-12-26","20:00","Regular","MIN","HOU","Home",12,19,"Michael Smith","Leon Wood","Eric Dalen"
"834","2012-12-26","20:30","Regular","SA","TOR","Home",16,19,"Ron Garretson","Derek Richardson","Derrick Collins"
"836","2012-12-26","21:00","Regular","PHO","NY","Home",12,17,"Gary Zielinski","Marc Davis","Haywoode Workman"
"838","2012-12-26","21:00","Regular","DEN","LAL","Home",23,23,"Joe Crawford","Matt Boland","Dan Crawford"
"840","2012-12-26","21:00","Regular","UTA","GS","Home",17,18,"Courtney Kirkland","Rodney Mott","James Williams"
