"","ref","team","fouls"
"2387","Tom Washington","MIL",618
"2388","Tom Washington","MIN",655
"2389","Tom Washington","NO",677
"2390","Tom Washington","NY",428
"2391","Tom Washington","OKC",515
"2392","Tom Washington","ORL",745
"2393","Tom Washington","PHI",348
"2394","Tom Washington","PHO",624
"2395","Tom Washington","POR",421
"2396","Tom Washington","SA",448
"2397","Tom Washington","SAC",546
"2398","Tom Washington","TOR",591
"2399","Tom Washington","UTA",536
"2400","Tom Washington","WAS",604
"2401","Tony Brothers","ATL",535
"2402","Tony Brothers","BKN",477
"2403","Tony Brothers","BOS",566
"2404","Tony Brothers","CHA",327
"2405","Tony Brothers","CHI",494
"2406","Tony Brothers","CLE",458
"2407","Tony Brothers","DAL",613
"2408","Tony Brothers","DEN",473
"2409","Tony Brothers","DET",411
"2410","Tony Brothers","GS",555
"2411","Tony Brothers","HOU",471
"2412","Tony Brothers","IND",661
"2413","Tony Brothers","LAC",387
"2414","Tony Brothers","LAL",430
"2415","Tony Brothers","MEM",538
"2416","Tony Brothers","MIA",504
"2417","Tony Brothers","MIL",397
"2418","Tony Brothers","MIN",521
"2419","Tony Brothers","NO",481
"2420","Tony Brothers","NY",582
"2421","Tony Brothers","OKC",435
"2422","Tony Brothers","ORL",418
"2423","Tony Brothers","PHI",631
"2424","Tony Brothers","PHO",531
"2425","Tony Brothers","POR",543
"2426","Tony Brothers","SA",475
"2427","Tony Brothers","SAC",457
"2428","Tony Brothers","TOR",603
"2429","Tony Brothers","UTA",513
"2430","Tony Brothers","WAS",522
"2431","Tony Brown","ATL",495
"2432","Tony Brown","BKN",458
"2433","Tony Brown","BOS",635
"2434","Tony Brown","CHA",478
"2435","Tony Brown","CHI",428
"2436","Tony Brown","CLE",471
"2437","Tony Brown","DAL",371
"2438","Tony Brown","DEN",454
"2439","Tony Brown","DET",508
"2440","Tony Brown","GS",469
"2441","Tony Brown","HOU",449
"2442","Tony Brown","IND",553
"2443","Tony Brown","LAC",533
"2444","Tony Brown","LAL",430
"2445","Tony Brown","MEM",606
"2446","Tony Brown","MIA",365
"2447","Tony Brown","MIL",477
"2448","Tony Brown","MIN",536
"2449","Tony Brown","NO",497
"2450","Tony Brown","NY",635
"2451","Tony Brown","OKC",464
"2452","Tony Brown","ORL",579
"2453","Tony Brown","PHI",592
"2454","Tony Brown","PHO",397
"2455","Tony Brown","POR",492
"2456","Tony Brown","SA",467
"2457","Tony Brown","SAC",432
"2458","Tony Brown","TOR",536
"2459","Tony Brown","UTA",490
"2460","Tony Brown","WAS",527
"2461","Tre Maddox","ATL",405
"2462","Tre Maddox","BKN",374
"2463","Tre Maddox","BOS",341
"2464","Tre Maddox","CHA",335
"2465","Tre Maddox","CHI",399
"2466","Tre Maddox","CLE",472
"2467","Tre Maddox","DAL",420
"2468","Tre Maddox","DEN",606
"2469","Tre Maddox","DET",426
"2470","Tre Maddox","GS",614
"2471","Tre Maddox","HOU",514
"2472","Tre Maddox","IND",359
"2473","Tre Maddox","LAC",468
"2474","Tre Maddox","LAL",501
"2475","Tre Maddox","MEM",473
"2476","Tre Maddox","MIA",315
"2477","Tre Maddox","MIL",346
"2478","Tre Maddox","MIN",473
"2479","Tre Maddox","NO",521
"2480","Tre Maddox","NY",329
"2481","Tre Maddox","OKC",421
"2482","Tre Maddox","ORL",434
"2483","Tre Maddox","PHI",432
"2484","Tre Maddox","PHO",703
"2485","Tre Maddox","POR",580
"2486","Tre Maddox","SA",312
"2487","Tre Maddox","SAC",595
"2488","Tre Maddox","TOR",398
"2489","Tre Maddox","UTA",559
"2490","Tre Maddox","WAS",574
"2491","Tyler Ford","ATL",206
"2492","Tyler Ford","BKN",318
"2493","Tyler Ford","BOS",260
"2494","Tyler Ford","CHA",198
"2495","Tyler Ford","CHI",275
"2496","Tyler Ford","CLE",190
"2497","Tyler Ford","DAL",159
"2498","Tyler Ford","DEN",88
"2499","Tyler Ford","DET",183
"2500","Tyler Ford","GS",151
"2501","Tyler Ford","HOU",285
"2502","Tyler Ford","IND",282
"2503","Tyler Ford","LAC",224
"2504","Tyler Ford","LAL",231
"2505","Tyler Ford","MEM",257
"2506","Tyler Ford","MIA",267
"2507","Tyler Ford","MIL",326
"2508","Tyler Ford","MIN",177
"2509","Tyler Ford","NO",228
"2510","Tyler Ford","NY",376
"2511","Tyler Ford","OKC",231
"2512","Tyler Ford","ORL",291
"2513","Tyler Ford","PHI",328
"2514","Tyler Ford","PHO",197
"2515","Tyler Ford","POR",266
"2516","Tyler Ford","SA",205
"2517","Tyler Ford","SAC",166
"2518","Tyler Ford","TOR",301
"2519","Tyler Ford","UTA",315
"2520","Tyler Ford","WAS",279
"2521","Violet Palmer","ATL",159
"2522","Violet Palmer","BKN",204
"2523","Violet Palmer","BOS",143
"2524","Violet Palmer","CHA",235
"2525","Violet Palmer","CHI",147
"2526","Violet Palmer","CLE",140
"2527","Violet Palmer","DAL",101
"2528","Violet Palmer","DEN",255
"2529","Violet Palmer","DET",177
"2530","Violet Palmer","GS",170
"2531","Violet Palmer","HOU",145
"2532","Violet Palmer","IND",157
"2533","Violet Palmer","LAC",162
"2534","Violet Palmer","LAL",219
"2535","Violet Palmer","MEM",94
"2536","Violet Palmer","MIA",136
"2537","Violet Palmer","MIL",202
"2538","Violet Palmer","MIN",172
"2539","Violet Palmer","NO",129
"2540","Violet Palmer","NY",186
"2541","Violet Palmer","OKC",171
"2542","Violet Palmer","ORL",254
"2543","Violet Palmer","PHI",258
"2544","Violet Palmer","PHO",180
"2545","Violet Palmer","POR",169
"2546","Violet Palmer","SA",66
"2547","Violet Palmer","SAC",306
"2548","Violet Palmer","TOR",233
"2549","Violet Palmer","UTA",219
"2550","Violet Palmer","WAS",179
"2551","Vladimir Voyard-Tadal","ATL",17
"2552","Vladimir Voyard-Tadal","BKN",0
"2553","Vladimir Voyard-Tadal","BOS",50
"2554","Vladimir Voyard-Tadal","CHA",0
"2555","Vladimir Voyard-Tadal","CHI",19
"2556","Vladimir Voyard-Tadal","CLE",0
"2557","Vladimir Voyard-Tadal","DAL",0
"2558","Vladimir Voyard-Tadal","DEN",31
"2559","Vladimir Voyard-Tadal","DET",16
"2560","Vladimir Voyard-Tadal","GS",0
"2561","Vladimir Voyard-Tadal","HOU",0
"2562","Vladimir Voyard-Tadal","IND",16
"2563","Vladimir Voyard-Tadal","LAC",26
"2564","Vladimir Voyard-Tadal","LAL",0
"2565","Vladimir Voyard-Tadal","MEM",0
"2566","Vladimir Voyard-Tadal","MIA",19
"2567","Vladimir Voyard-Tadal","MIL",44
"2568","Vladimir Voyard-Tadal","MIN",17
"2569","Vladimir Voyard-Tadal","NO",21
"2570","Vladimir Voyard-Tadal","NY",50
"2571","Vladimir Voyard-Tadal","OKC",0
"2572","Vladimir Voyard-Tadal","ORL",19
"2573","Vladimir Voyard-Tadal","PHI",52
"2574","Vladimir Voyard-Tadal","PHO",25
"2575","Vladimir Voyard-Tadal","POR",43
"2576","Vladimir Voyard-Tadal","SA",0
"2577","Vladimir Voyard-Tadal","SAC",18
"2578","Vladimir Voyard-Tadal","TOR",0
"2579","Vladimir Voyard-Tadal","UTA",0
"2580","Vladimir Voyard-Tadal","WAS",26
"2581","Zach Zarba","ATL",592
"2582","Zach Zarba","BKN",617
"2583","Zach Zarba","BOS",588
"2584","Zach Zarba","CHA",590
"2585","Zach Zarba","CHI",606
"2586","Zach Zarba","CLE",574
"2587","Zach Zarba","DAL",498
"2588","Zach Zarba","DEN",428
"2589","Zach Zarba","DET",518
"2590","Zach Zarba","GS",445
"2591","Zach Zarba","HOU",700
"2592","Zach Zarba","IND",642
"2593","Zach Zarba","LAC",636
"2594","Zach Zarba","LAL",485
"2595","Zach Zarba","MEM",490
"2596","Zach Zarba","MIA",495
"2597","Zach Zarba","MIL",584
"2598","Zach Zarba","MIN",545
"2599","Zach Zarba","NO",586
"2600","Zach Zarba","NY",597
"2601","Zach Zarba","OKC",525
"2602","Zach Zarba","ORL",430
"2603","Zach Zarba","PHI",532
"2604","Zach Zarba","PHO",534
"2605","Zach Zarba","POR",468
"2606","Zach Zarba","SA",417
"2607","Zach Zarba","SAC",512
"2608","Zach Zarba","TOR",497
"2609","Zach Zarba","UTA",535
"2610","Zach Zarba","WAS",703
